pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,run
AVAX/USDT,8.66565,8.66565,1.35,2026-07-08 02:05:00+00:00,2026-07-09 06:45:00+00:00,6.419,6.736,0.001,0.001,1720,0.04728796674582622,0.41019075,exit_signal,0.065,-0.99,0.065,-0.99,6.317,6.775,False,,1.0,False,1783476300000,1783579500000,"[{'amount': 1.35, 'safe_price': 6.419, 'ft_order_side': 'buy', 'order_filled_timestamp': 1783476300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.674315649999999}, {'amount': 1.35, 'safe_price': 6.736, 'ft_order_side': 'sell', 'order_filled_timestamp': 1783579500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.102693599999998}]",0.0,3,baseline_test
AVAX/USDT,8.73045,8.73045,1.35,2026-07-12 00:10:00+00:00,2026-07-13 09:40:00+00:00,6.467,6.649,0.001,0.001,2010,0.02608864770609011,0.2279934,exit_signal,0.065,-0.99,0.065,-0.99,6.282,6.662,False,,1.0,False,1783815000000,1783935600000,"[{'amount': 1.35, 'safe_price': 6.467, 'ft_order_side': 'buy', 'order_filled_timestamp': 1783815000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.73918045}, {'amount': 1.35, 'safe_price': 6.649, 'ft_order_side': 'sell', 'order_filled_timestamp': 1783935600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.98512615}]",0.0,0,baseline_test
DOGE/USDT,8.32416,8.32416,116.0,2026-06-25 14:00:00+00:00,2026-07-14 00:00:00+00:00,0.07176,0.07198,0.001,0.001,26520,0.001061647382717617,0.00884616,force_exit,0.00072,-0.99,0.00072,-0.99,0.06952,0.07938,False,,1.0,False,1782396000000,1783987200000,"[{'amount': 116.0, 'safe_price': 0.07176, 'ft_order_side': 'buy', 'order_filled_timestamp': 1782396000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.33248416}, {'amount': 116.0, 'safe_price': 0.07198, 'ft_order_side': 'sell', 'order_filled_timestamp': 1783987200000, 'ft_is_entry': False, 'ft_order_tag': 'force_exit', 'cost': 8.35802968}]",0.0,1,baseline_test
TRX/USDT,9.9792,9.9792,38.5,2025-01-07 15:40:00+00:00,2025-01-10 07:35:00+00:00,0.2592,0.2426,0.001,0.001,3835,-0.06591325341325341,-0.6584193,exit_signal,0.1706,-0.342,0.1706,-0.342,0.2367,0.2598,False,,1.0,False,1736264400000,1736494500000,"[{'amount': 38.5, 'safe_price': 0.2592, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736264400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.989179199999997}, {'amount': 38.5, 'safe_price': 0.2426, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736494500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.349440099999999}]",0.0,4,risk_train
ETH/USDT,9.71866,9.71866,0.0028,2025-01-07 15:40:00+00:00,2025-01-10 07:40:00+00:00,3470.95,3296.81,0.001,0.001,3840,-0.05206846358507184,-0.50654173,exit_signal,2283.89,-0.342,2283.89,-0.342,3158.0,3491.7,False,,1.0,False,1736264400000,1736494800000,"[{'amount': 0.0028, 'safe_price': 3470.95, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736264400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.728378659999999}, {'amount': 0.0028, 'safe_price': 3296.81, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736494800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.240299067999999}]",0.0,4,risk_train
TRX/USDT,9.86205,9.86205,41.7,2025-01-12 09:45:00+00:00,2025-01-12 12:15:00+00:00,0.2365,0.2372,0.001,0.001,150,0.0009559151208199832,0.00943671,roi,0.1557,-0.342,0.1557,-0.342,0.236,0.2375,False,,1.0,False,1736675100000,1736684100000,"[{'amount': 41.7, 'safe_price': 0.2365, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736675100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.871912049999999}, {'amount': 41.7, 'safe_price': 0.2372, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736684100000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.901131239999998}]",0.0,6,risk_train
TRX/USDT,9.86425,9.86425,42.5,2025-01-12 22:20:00+00:00,2025-01-13 00:30:00+00:00,0.2321,0.2361,0.001,0.001,130,0.015201515416939803,0.1501015,roi,0.1528,-0.342,0.1528,-0.342,0.2316,0.2362,False,,1.0,False,1736720400000,1736728200000,"[{'amount': 42.5, 'safe_price': 0.2321, 'ft_order_side': 'buy', 'order_filled_timestamp': 1736720400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.87411425}, {'amount': 42.5, 'safe_price': 0.2361, 'ft_order_side': 'sell', 'order_filled_timestamp': 1736728200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.044284249999999}]",0.0,0,risk_train
TRX/USDT,9.89397,9.89397,42.3,2025-01-19 22:00:00+00:00,2025-01-20 06:40:00+00:00,0.2339,0.2339,0.001,0.001,520,-0.001998001998001998,-0.01978794,exit_signal,0.154,-0.342,0.154,-0.342,0.2241,0.2363,False,,1.0,False,1737324000000,1737355200000,"[{'amount': 42.3, 'safe_price': 0.2339, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737324000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.903863969999998}, {'amount': 42.3, 'safe_price': 0.2339, 'ft_order_side': 'sell', 'order_filled_timestamp': 1737355200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.903863969999998}]",0.0,0,risk_train
BNB/USDT,9.38686,9.38686,0.014,2025-01-26 23:05:00+00:00,2025-01-27 13:10:00+00:00,670.49,662.65,0.001,0.001,845,-0.013667580462014384,-0.12842396,exit_signal,441.19,-0.342,441.19,-0.342,637.79,671.15,False,,1.0,False,1737932700000,1737983400000,"[{'amount': 0.014, 'safe_price': 670.49, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737932700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.39624686}, {'amount': 0.014, 'safe_price': 662.65, 'ft_order_side': 'sell', 'order_filled_timestamp': 1737983400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.286377099999997}]",0.0,0,risk_train
TRX/USDT,9.896,9.896,40.0,2025-01-26 23:30:00+00:00,2025-01-27 13:10:00+00:00,0.2474,0.2428,0.001,0.001,820,-0.020554223464490238,-0.203608,exit_signal,0.1628,-0.342,0.1628,-0.342,0.2323,0.2474,False,,1.0,False,1737934200000,1737983400000,"[{'amount': 40.0, 'safe_price': 0.2474, 'ft_order_side': 'buy', 'order_filled_timestamp': 1737934200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.905896}, {'amount': 40.0, 'safe_price': 0.2428, 'ft_order_side': 'sell', 'order_filled_timestamp': 1737983400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.721711999999998}]",0.0,0,risk_train
ETH/USDT,9.805026,9.805026,0.0042,2025-02-03 02:10:00+00:00,2025-02-03 02:40:00+00:00,2334.53,2481.91,0.001,0.001,30,0.06100634319774177,0.59876695,roi,1536.13,-0.342,1536.13,-0.342,2324.79,2514.96,False,,1.0,False,1738548600000,1738550400000,"[{'amount': 0.0042, 'safe_price': 2334.53, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738548600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.814831025999998}, {'amount': 0.0042, 'safe_price': 2481.91, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738550400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.434446021999998}]",0.0,0,risk_train
BNB/USDT,9.41274,9.41274,0.018,2025-02-03 02:10:00+00:00,2025-02-03 02:40:00+00:00,522.93,547.62,0.001,0.001,30,0.04512239524573872,0.4251501,roi,344.09,-0.342,344.09,-0.342,520.0,550.0,False,,1.0,False,1738548600000,1738550400000,"[{'amount': 0.018, 'safe_price': 522.93, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738548600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.422152739999996}, {'amount': 0.018, 'safe_price': 547.62, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738550400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.867017159999998}]",0.0,0,risk_train
ADA/USDT,9.8384,9.8384,17.2,2025-02-03 02:10:00+00:00,2025-02-03 02:40:00+00:00,0.572,0.6248,0.001,0.001,30,0.0901252593560286,0.88757504,roi,0.3764,-0.342,0.3764,-0.342,0.5654,0.6273,False,,1.0,False,1738548600000,1738550400000,"[{'amount': 17.2, 'safe_price': 0.572, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738548600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.848238399999998}, {'amount': 17.2, 'safe_price': 0.6248, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738550400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.75730656}]",0.0,0,risk_train
TRX/USDT,9.84957,9.84957,39.7,2025-02-01 20:35:00+00:00,2025-02-03 08:00:00+00:00,0.2481,0.2225,0.001,0.001,2125,-0.10497603967978818,-1.03500282,exit_signal,0.1633,-0.342,0.1633,-0.342,0.2011,0.2493,False,,1.0,False,1738442100000,1738569600000,"[{'amount': 39.7, 'safe_price': 0.2481, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738442100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.859419569999998}, {'amount': 39.7, 'safe_price': 0.2225, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738569600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.84208325}]",0.0,0,risk_train
BNB/USDT,9.80424,9.80424,0.017,2025-02-04 05:35:00+00:00,2025-02-04 10:00:00+00:00,576.72,577.87,0.001,0.001,265,-7.950850647479861e-06,-7.803e-05,roi,379.49,-0.342,379.49,-0.342,564.2,583.28,False,,1.0,False,1738647300000,1738663200000,"[{'amount': 0.017, 'safe_price': 576.72, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738647300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.814044240000001}, {'amount': 0.017, 'safe_price': 577.87, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738663200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.83361379}]",0.0,1,risk_train
TRX/USDT,9.9315,9.9315,45.0,2025-02-04 05:20:00+00:00,2025-02-04 10:25:00+00:00,0.2207,0.2211,0.001,0.001,305,-0.00018920816383435324,-0.001881,roi,0.1453,-0.342,0.1453,-0.342,0.2159,0.2217,False,,1.0,False,1738646400000,1738664700000,"[{'amount': 45.0, 'safe_price': 0.2207, 'ft_order_side': 'buy', 'order_filled_timestamp': 1738646400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.941431499999998}, {'amount': 45.0, 'safe_price': 0.2211, 'ft_order_side': 'sell', 'order_filled_timestamp': 1738664700000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.9594495}]",0.0,1,risk_train
ETH/USDT,9.90834,9.90834,0.0039,2025-02-09 21:50:00+00:00,2025-02-09 22:40:00+00:00,2540.6,2619.51,0.001,0.001,50,0.028999532996166137,0.28762457,roi,1671.72,-0.342,1671.72,-0.342,2527.2,2646.79,False,,1.0,False,1739137800000,1739140800000,"[{'amount': 0.0039, 'safe_price': 2540.6, 'ft_order_side': 'buy', 'order_filled_timestamp': 1739137800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.918248339999998}, {'amount': 0.0039, 'safe_price': 2619.51, 'ft_order_side': 'sell', 'order_filled_timestamp': 1739140800000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.226305088999998}]",0.0,6,risk_train
TRX/USDT,9.96342,9.96342,42.2,2025-02-12 04:30:00+00:00,2025-02-12 07:00:00+00:00,0.2361,0.2379,0.001,0.001,150,0.005610653641149194,0.0559572,roi,0.1554,-0.342,0.1554,-0.342,0.236,0.2386,False,,1.0,False,1739334600000,1739343600000,"[{'amount': 42.2, 'safe_price': 0.2361, 'ft_order_side': 'buy', 'order_filled_timestamp': 1739334600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.97338342}, {'amount': 42.2, 'safe_price': 0.2379, 'ft_order_side': 'sell', 'order_filled_timestamp': 1739343600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.04941938}]",0.0,2,risk_train
SOL/USDT,9.89017,9.89017,0.059,2025-02-18 06:15:00+00:00,2025-02-18 09:20:00+00:00,167.63,167.97,0.001,0.001,185,2.6222062850351345e-05,0.0002596,roi,110.31,-0.342,110.31,-0.342,163.17,169.5,False,,1.0,False,1739859300000,1739870400000,"[{'amount': 0.059, 'safe_price': 167.63, 'ft_order_side': 'buy', 'order_filled_timestamp': 1739859300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.900060169999998}, {'amount': 0.059, 'safe_price': 167.97, 'ft_order_side': 'sell', 'order_filled_timestamp': 1739870400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.920140229999998}]",0.0,1,risk_train
BTC/USDT,9.79,9.79,0.00011,2025-02-25 07:35:00+00:00,2025-02-25 11:50:00+00:00,89000.0,89178.18,0.001,0.001,255,2.0408600592461674e-08,2e-07,roi,58562.0,-0.342,58562.0,-0.342,86888.1,90000.0,False,,1.0,False,1740468900000,1740484200000,"[{'amount': 0.00011, 'safe_price': 89000.0, 'ft_order_side': 'buy', 'order_filled_timestamp': 1740468900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.79979}, {'amount': 0.00011, 'safe_price': 89178.18, 'ft_order_side': 'sell', 'order_filled_timestamp': 1740484200000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.819409399799998}]",0.0,1,risk_train
TRX/USDT,9.981,9.981,45.0,2025-02-28 02:00:00+00:00,2025-02-28 09:35:00+00:00,0.2218,0.2222,0.001,0.001,455,-0.00019817873740326402,-0.00198,roi,0.146,-0.342,0.146,-0.342,0.2171,0.2229,False,,1.0,False,1740708000000,1740735300000,"[{'amount': 45.0, 'safe_price': 0.2218, 'ft_order_side': 'buy', 'order_filled_timestamp': 1740708000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.990980999999998}, {'amount': 45.0, 'safe_price': 0.2222, 'ft_order_side': 'sell', 'order_filled_timestamp': 1740735300000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.008999}]",0.0,4,risk_train
TRX/USDT,9.97765,9.97765,43.1,2025-03-03 19:15:00+00:00,2025-03-03 23:15:00+00:00,0.2315,0.232,0.001,0.001,240,0.00015750987673233892,0.00157315,roi,0.1524,-0.342,0.1524,-0.342,0.2274,0.232,False,,1.0,False,1741029300000,1741043700000,"[{'amount': 43.1, 'safe_price': 0.2315, 'ft_order_side': 'buy', 'order_filled_timestamp': 1741029300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.98762765}, {'amount': 43.1, 'safe_price': 0.232, 'ft_order_side': 'sell', 'order_filled_timestamp': 1741043700000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.0091992}]",0.0,0,risk_train
TRX/USDT,9.9645,9.9645,45.5,2025-03-16 02:20:00+00:00,2025-03-16 04:50:00+00:00,0.219,0.2201,0.001,0.001,150,0.0030147934257523296,0.03007095,roi,0.1442,-0.342,0.1442,-0.342,0.2189,0.2215,False,,1.0,False,1742091600000,1742100600000,"[{'amount': 45.5, 'safe_price': 0.219, 'ft_order_side': 'buy', 'order_filled_timestamp': 1742091600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.974464499999998}, {'amount': 45.5, 'safe_price': 0.2201, 'ft_order_side': 'sell', 'order_filled_timestamp': 1742100600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.02456455}]",0.0,6,risk_train
ETH/USDT,9.917307,9.917307,0.0053,2025-03-16 11:45:00+00:00,2025-03-16 14:15:00+00:00,1871.19,1879.5,0.001,0.001,150,0.002434148685747028,0.02416434,roi,1231.25,-0.342,1231.25,-0.342,1866.9,1894.69,False,,1.0,False,1742125500000,1742134500000,"[{'amount': 0.0053, 'safe_price': 1871.19, 'ft_order_side': 'buy', 'order_filled_timestamp': 1742125500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.927224307}, {'amount': 0.0053, 'safe_price': 1879.5, 'ft_order_side': 'sell', 'order_filled_timestamp': 1742134500000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.971311349999999}]",0.0,6,risk_train
DOGE/USDT,9.86362,9.86362,59.0,2025-03-16 11:55:00+00:00,2025-03-16 14:50:00+00:00,0.16718,0.16751,0.001,0.001,175,-2.8025569358264657e-05,-0.00027671,roi,0.11001,-0.342,0.11001,-0.342,0.1657,0.16927,False,,1.0,False,1742126100000,1742136600000,"[{'amount': 59.0, 'safe_price': 0.16718, 'ft_order_side': 'buy', 'order_filled_timestamp': 1742126100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.873483619999998}, {'amount': 59.0, 'safe_price': 0.16751, 'ft_order_side': 'sell', 'order_filled_timestamp': 1742136600000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.892973089999998}]",0.0,6,risk_train
TRX/USDT,9.97302,9.97302,46.3,2025-03-16 11:05:00+00:00,2025-03-16 16:05:00+00:00,0.2154,0.2158,0.001,0.001,300,-0.00014470209456281878,-0.00144456,roi,0.1418,-0.342,0.1418,-0.342,0.2127,0.2174,False,,1.0,False,1742123100000,1742141100000,"[{'amount': 46.3, 'safe_price': 0.2154, 'ft_order_side': 'buy', 'order_filled_timestamp': 1742123100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.982993019999999}, {'amount': 46.3, 'safe_price': 0.2158, 'ft_order_side': 'sell', 'order_filled_timestamp': 1742141100000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.001531539999998}]",0.0,6,risk_train
ADA/USDT,9.9316,9.9316,14.0,2025-03-16 11:35:00+00:00,2025-03-16 16:05:00+00:00,0.7094,0.7108,0.001,0.001,270,-2.8446321087990104e-05,-0.0002828,roi,0.4668,-0.342,0.4668,-0.342,0.6969,0.7169,False,,1.0,False,1742124900000,1742141100000,"[{'amount': 14.0, 'safe_price': 0.7094, 'ft_order_side': 'buy', 'order_filled_timestamp': 1742124900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.941531599999998}, {'amount': 14.0, 'safe_price': 0.7108, 'ft_order_side': 'sell', 'order_filled_timestamp': 1742141100000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.9611512}]",0.0,6,risk_train
TRX/USDT,9.97636,9.97636,44.3,2025-03-24 01:15:00+00:00,2025-03-24 03:45:00+00:00,0.2252,0.2266,0.001,0.001,150,0.004206273300411845,0.04200526,roi,0.1482,-0.342,0.1482,-0.342,0.2251,0.2271,False,,1.0,False,1742778900000,1742787900000,"[{'amount': 44.3, 'safe_price': 0.2252, 'ft_order_side': 'buy', 'order_filled_timestamp': 1742778900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.98633636}, {'amount': 44.3, 'safe_price': 0.2266, 'ft_order_side': 'sell', 'order_filled_timestamp': 1742787900000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.048418379999998}]",0.0,0,risk_train
ETH/USDT,9.856668,9.856668,0.0051,2025-03-28 04:50:00+00:00,2025-03-29 00:40:00+00:00,1932.68,1910.63,0.001,0.001,1190,-0.013384234514539399,-0.13205588,exit_signal,1271.71,-0.342,1271.71,-0.342,1860.0,1939.68,False,,1.0,False,1743137400000,1743208800000,"[{'amount': 0.0051, 'safe_price': 1932.68, 'ft_order_side': 'buy', 'order_filled_timestamp': 1743137400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.866524668}, {'amount': 0.0051, 'safe_price': 1910.63, 'ft_order_side': 'sell', 'order_filled_timestamp': 1743208800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.753957213000001}]",0.0,5,risk_train
SOL/USDT,9.92036,9.92036,0.092,2025-04-06 18:30:00+00:00,2025-04-06 22:10:00+00:00,107.83,108.05,0.001,0.001,220,3.817012070744798e-05,0.00037904,roi,70.96,-0.342,70.96,-0.342,105.52,109.56,False,,1.0,False,1743964200000,1743977400000,"[{'amount': 0.092, 'safe_price': 107.83, 'ft_order_side': 'buy', 'order_filled_timestamp': 1743964200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.93028036}, {'amount': 0.092, 'safe_price': 108.05, 'ft_order_side': 'sell', 'order_filled_timestamp': 1743977400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.950540599999998}]",0.0,6,risk_train
BNB/USDT,9.46101,9.46101,0.017,2025-04-06 18:35:00+00:00,2025-04-06 22:10:00+00:00,556.53,557.64,0.001,0.001,215,-7.485372155740329e-06,-7.089e-05,roi,366.2,-0.342,366.2,-0.342,550.82,560.22,False,,1.0,False,1743964500000,1743977400000,"[{'amount': 0.017, 'safe_price': 556.53, 'ft_order_side': 'buy', 'order_filled_timestamp': 1743964500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.470471009999999}, {'amount': 0.017, 'safe_price': 557.64, 'ft_order_side': 'sell', 'order_filled_timestamp': 1743977400000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.489359879999999}]",0.0,6,risk_train
TRX/USDT,9.9678,9.9678,44.9,2025-04-07 06:55:00+00:00,2025-04-07 09:10:00+00:00,0.222,0.2258,0.001,0.001,135,0.015084915084915086,0.15051378,roi,0.1461,-0.342,0.1461,-0.342,0.221,0.2258,False,,1.0,False,1744008900000,1744017000000,"[{'amount': 44.9, 'safe_price': 0.222, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744008900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.977767799999999}, {'amount': 44.9, 'safe_price': 0.2258, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744017000000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 10.148558419999999}]",0.0,0,risk_train
ETH/USDT,9.913659,9.913659,0.0061,2025-04-06 18:30:00+00:00,2025-04-07 14:15:00+00:00,1625.19,1588.15,0.001,0.001,1185,-0.02474364610786693,-0.24554537,exit_signal,1069.38,-0.342,1069.38,-0.342,1411.01,1644.29,False,,1.0,False,1743964200000,1744035300000,"[{'amount': 0.0061, 'safe_price': 1625.19, 'ft_order_side': 'buy', 'order_filled_timestamp': 1743964200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.923572659}, {'amount': 0.0061, 'safe_price': 1588.15, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744035300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.697402714999999}]",0.0,0,risk_train
TRX/USDT,9.96744,9.96744,40.8,2025-04-17 00:30:00+00:00,2025-04-17 03:05:00+00:00,0.2443,0.2448,0.001,0.001,155,4.4572701142492386e-05,0.00044472,roi,0.1608,-0.342,0.1608,-0.342,0.2439,0.2468,False,,1.0,False,1744849800000,1744859100000,"[{'amount': 40.8, 'safe_price': 0.2443, 'ft_order_side': 'buy', 'order_filled_timestamp': 1744849800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.977407439999997}, {'amount': 40.8, 'safe_price': 0.2448, 'ft_order_side': 'sell', 'order_filled_timestamp': 1744859100000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.997827839999998}]",0.0,3,risk_train
TRX/USDT,9.95254,9.95254,37.9,2025-05-13 02:20:00+00:00,2025-05-13 04:55:00+00:00,0.2626,0.2631,0.001,0.001,155,-9.776970934625162e-05,-0.00097403,roi,0.1728,-0.342,0.1728,-0.342,0.2615,0.264,False,,1.0,False,1747102800000,1747112100000,"[{'amount': 37.9, 'safe_price': 0.2626, 'ft_order_side': 'buy', 'order_filled_timestamp': 1747102800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.962492539999998}, {'amount': 37.9, 'safe_price': 0.2631, 'ft_order_side': 'sell', 'order_filled_timestamp': 1747112100000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.981461489999997}]",0.0,1,risk_train
TRX/USDT,9.94875,9.94875,37.5,2025-05-18 18:10:00+00:00,2025-05-18 20:55:00+00:00,0.2653,0.2658,0.001,0.001,165,-0.00011710867345997387,-0.00116625,roi,0.1746,-0.342,0.1746,-0.342,0.2637,0.2664,False,,1.0,False,1747591800000,1747601700000,"[{'amount': 37.5, 'safe_price': 0.2653, 'ft_order_side': 'buy', 'order_filled_timestamp': 1747591800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 9.958698749999998}, {'amount': 37.5, 'safe_price': 0.2658, 'ft_order_side': 'sell', 'order_filled_timestamp': 1747601700000, 'ft_is_entry': False, 'ft_order_tag': 'roi', 'cost': 9.977467499999998}]",0.0,6,risk_train
