pair,stake_amount,max_stake_amount,amount,open_date,close_date,open_rate,close_rate,fee_open,fee_close,trade_duration,profit_ratio,profit_abs,exit_reason,initial_stop_loss_abs,initial_stop_loss_ratio,stop_loss_abs,stop_loss_ratio,min_rate,max_rate,is_open,enter_tag,leverage,is_short,open_timestamp,close_timestamp,orders,funding_fees,weekday,run
ETH/USDT,7.668271,7.668271,0.0041,2026-02-28 06:35:00+00:00,2026-03-01 02:05:00+00:00,1870.31,2043.01,0.001,0.001,1170,0.09015514135377531,0.69202539,exit_signal,18.71,-0.99,18.71,-0.99,1835.36,2052.81,False,,1.0,False,1772260500000,1772330700000,"[{'amount': 0.0041, 'safe_price': 1870.31, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.675939271}, {'amount': 0.0041, 'safe_price': 2043.01, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772330700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.384717341}]",0.0,6,baseline_test
DOGE/USDT,7.64915,7.64915,85.0,2026-02-28 06:35:00+00:00,2026-03-01 02:05:00+00:00,0.08999,0.09723,0.001,0.001,1170,0.07829463568990183,0.5994863,exit_signal,0.0009,-0.99,0.0009,-0.99,0.08771,0.09788,False,,1.0,False,1772260500000,1772330700000,"[{'amount': 85.0, 'safe_price': 0.08999, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.6567991499999986}, {'amount': 85.0, 'safe_price': 0.09723, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772330700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.27281455}]",0.0,6,baseline_test
BNB/USDT,7.14744,7.14744,0.012,2026-02-28 06:40:00+00:00,2026-03-02 15:05:00+00:00,595.62,638.01,0.001,0.001,3385,0.06902933874828707,0.49387644,exit_signal,5.96,-0.99,5.96,-0.99,588.64,643.99,False,,1.0,False,1772260800000,1772463900000,"[{'amount': 0.012, 'safe_price': 595.62, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.154587439999999}, {'amount': 0.012, 'safe_price': 638.01, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772463900000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.66377612}]",0.0,0,baseline_test
BTC/USDT,7.69119,7.69119,0.00012,2026-02-28 06:35:00+00:00,2026-03-02 15:10:00+00:00,64093.25,67741.88,0.001,0.001,3395,0.05481515685008252,0.42201538,exit_signal,640.94,-0.99,640.94,-0.99,63030.0,68453.37,False,,1.0,False,1772260500000,1772464200000,"[{'amount': 0.00012, 'safe_price': 64093.25, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.69888119}, {'amount': 0.00012, 'safe_price': 67741.88, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772464200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.1371546256}]",0.0,0,baseline_test
ADA/USDT,7.7053,7.7053,29.0,2026-02-28 06:40:00+00:00,2026-03-02 15:10:00+00:00,0.2657,0.2815,0.001,0.001,3390,0.05734874835364109,0.4423312,exit_signal,0.0027,-0.99,0.0027,-0.99,0.2594,0.2922,False,,1.0,False,1772260800000,1772464200000,"[{'amount': 29.0, 'safe_price': 0.2657, 'ft_order_side': 'buy', 'order_filled_timestamp': 1772260800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.713005299999999}, {'amount': 29.0, 'safe_price': 0.2815, 'ft_order_side': 'sell', 'order_filled_timestamp': 1772464200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.171663499999998}]",0.0,0,baseline_test
AVAX/USDT,7.968,7.968,0.8,2026-03-18 11:40:00+00:00,2026-03-23 11:10:00+00:00,9.96,9.47,0.001,0.001,7170,-0.05109649386757821,-0.407544,exit_signal,0.1,-0.99,0.1,-0.99,8.87,10.02,False,,1.0,False,1773834000000,1774264200000,"[{'amount': 0.8, 'safe_price': 9.96, 'ft_order_side': 'buy', 'order_filled_timestamp': 1773834000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.975968}, {'amount': 0.8, 'safe_price': 9.47, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774264200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.583576}]",0.0,0,baseline_test
BTC/USDT,7.6034464,7.6034464,0.00011,2026-03-21 23:55:00+00:00,2026-03-23 11:10:00+00:00,69122.24,71216.42,0.001,0.001,2115,0.02823822657023559,0.21492255,exit_signal,691.23,-0.99,691.23,-0.99,67360.66,71499.0,False,,1.0,False,1774137300000,1774264200000,"[{'amount': 0.00011, 'safe_price': 69122.24, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.6110498464}, {'amount': 0.00011, 'safe_price': 71216.42, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774264200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.841640006199999}]",0.0,0,baseline_test
ETH/USDT,7.941962,7.941962,0.0038,2026-03-21 23:55:00+00:00,2026-03-23 11:10:00+00:00,2089.99,2158.76,0.001,0.001,2115,0.030840718475587545,0.24518075,exit_signal,20.9,-0.99,20.9,-0.99,2023.04,2198.57,False,,1.0,False,1774137300000,1774264200000,"[{'amount': 0.0038, 'safe_price': 2089.99, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.949903961999999}, {'amount': 0.0038, 'safe_price': 2158.76, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774264200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.211491288}]",0.0,0,baseline_test
BNB/USDT,7.58712,7.58712,0.012,2026-03-21 23:55:00+00:00,2026-03-23 11:10:00+00:00,632.26,647.89,0.001,0.001,2115,0.02267344840020638,0.1721982,exit_signal,6.33,-0.99,6.33,-0.99,620.33,650.85,False,,1.0,False,1774137300000,1774264200000,"[{'amount': 0.012, 'safe_price': 632.26, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.594707119999999}, {'amount': 0.012, 'safe_price': 647.89, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774264200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.782454679999999}]",0.0,0,baseline_test
XRP/USDT,7.91168,7.91168,5.6,2026-03-21 23:55:00+00:00,2026-03-23 11:10:00+00:00,1.4128,1.4334,0.001,0.001,2115,0.012553839139343104,0.09942128,exit_signal,0.0142,-0.99,0.0142,-0.99,1.3618,1.4449,False,,1.0,False,1774137300000,1774264200000,"[{'amount': 5.6, 'safe_price': 1.4128, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.919591679999999}, {'amount': 5.6, 'safe_price': 1.4334, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774264200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.03506704}]",0.0,0,baseline_test
DOGE/USDT,7.97094,7.97094,87.0,2026-03-21 23:55:00+00:00,2026-03-23 11:10:00+00:00,0.09162,0.09428,0.001,0.001,2115,0.02697695232076372,0.2152467,exit_signal,0.00092,-0.99,0.00092,-0.99,0.08916,0.09535,False,,1.0,False,1774137300000,1774264200000,"[{'amount': 87.0, 'safe_price': 0.09162, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.978910939999999}, {'amount': 87.0, 'safe_price': 0.09428, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774264200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.210562359999999}]",0.0,0,baseline_test
SOL/USDT,7.96705,7.96705,0.091,2026-03-22 00:00:00+00:00,2026-03-23 11:10:00+00:00,87.55,90.75,0.001,0.001,2110,0.034479512492076744,0.2749747,exit_signal,0.88,-0.99,0.88,-0.99,85.11,91.93,False,,1.0,False,1774137600000,1774264200000,"[{'amount': 0.091, 'safe_price': 87.55, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.975017049999999}, {'amount': 0.091, 'safe_price': 90.75, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774264200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.26650825}]",0.0,0,baseline_test
ADA/USDT,7.9763,7.9763,31.0,2026-03-22 00:00:00+00:00,2026-03-23 11:10:00+00:00,0.2573,0.2627,0.001,0.001,2110,0.018947240089875146,0.15128,exit_signal,0.0026,-0.99,0.0026,-0.99,0.2476,0.2644,False,,1.0,False,1774137600000,1774264200000,"[{'amount': 31.0, 'safe_price': 0.2573, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.9842762999999985}, {'amount': 31.0, 'safe_price': 0.2627, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774264200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.151843699999999}]",0.0,0,baseline_test
LINK/USDT,7.938,7.938,0.9,2026-03-22 00:00:00+00:00,2026-03-23 11:10:00+00:00,8.82,9.14,0.001,0.001,2110,0.03421068727191177,0.271836,exit_signal,0.09,-0.99,0.09,-0.99,8.57,9.25,False,,1.0,False,1774137600000,1774264200000,"[{'amount': 0.9, 'safe_price': 8.82, 'ft_order_side': 'buy', 'order_filled_timestamp': 1774137600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.945938}, {'amount': 0.9, 'safe_price': 9.14, 'ft_order_side': 'sell', 'order_filled_timestamp': 1774264200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.234226}]",0.0,0,baseline_test
ETH/USDT,7.918521,7.918521,0.0039,2026-04-05 06:20:00+00:00,2026-04-07 22:35:00+00:00,2030.39,2177.07,0.001,0.001,3855,0.07009993686672324,0.55564291,exit_signal,20.31,-0.99,20.31,-0.99,2021.5,2192.04,False,,1.0,False,1775370000000,1775601300000,"[{'amount': 0.0039, 'safe_price': 2030.39, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775370000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.926439520999999}, {'amount': 0.0039, 'safe_price': 2177.07, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775601300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.499063572999999}]",0.0,1,baseline_test
AVAX/USDT,8.082,8.082,0.9,2026-04-06 23:05:00+00:00,2026-04-07 23:10:00+00:00,8.98,9.45,0.001,0.001,1445,0.05023595558116716,0.406413,exit_signal,0.09,-0.99,0.09,-0.99,8.46,9.48,False,,1.0,False,1775516700000,1775603400000,"[{'amount': 0.9, 'safe_price': 8.98, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775516700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.090082}, {'amount': 0.9, 'safe_price': 9.45, 'ft_order_side': 'sell', 'order_filled_timestamp': 1775603400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.513504999999999}]",0.0,1,baseline_test
BNB/USDT,7.74215,7.74215,0.013,2026-04-12 01:45:00+00:00,2026-04-13 22:35:00+00:00,595.55,614.8,0.001,0.001,2690,0.03026047917324888,0.23451545,exit_signal,5.96,-0.99,5.96,-0.99,589.1,615.58,False,,1.0,False,1775958300000,1776119700000,"[{'amount': 0.013, 'safe_price': 595.55, 'ft_order_side': 'buy', 'order_filled_timestamp': 1775958300000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.749892149999998}, {'amount': 0.013, 'safe_price': 614.8, 'ft_order_side': 'sell', 'order_filled_timestamp': 1776119700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.000392399999997}]",0.0,0,baseline_test
ETH/USDT,8.12448,8.12448,0.0035,2026-04-27 05:50:00+00:00,2026-04-29 04:40:00+00:00,2321.28,2331.39,0.001,0.001,2810,0.0023486522733243754,0.01910066,exit_signal,23.22,-0.99,23.22,-0.99,2258.24,2342.5,False,,1.0,False,1777269000000,1777437600000,"[{'amount': 0.0035, 'safe_price': 2321.28, 'ft_order_side': 'buy', 'order_filled_timestamp': 1777269000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.13260448}, {'amount': 0.0035, 'safe_price': 2331.39, 'ft_order_side': 'sell', 'order_filled_timestamp': 1777437600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.168024865}]",0.0,2,baseline_test
TRX/USDT,8.2059,8.2059,25.5,2026-04-24 16:05:00+00:00,2026-05-02 05:50:00+00:00,0.3218,0.3291,0.001,0.001,10905,0.020641570983398208,0.16955205,exit_signal,0.0033,-0.99,0.0033,-0.99,0.3208,0.3292,False,,1.0,False,1777046700000,1777701000000,"[{'amount': 25.5, 'safe_price': 0.3218, 'ft_order_side': 'buy', 'order_filled_timestamp': 1777046700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.214105899999998}, {'amount': 25.5, 'safe_price': 0.3291, 'ft_order_side': 'sell', 'order_filled_timestamp': 1777701000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.400442049999999}]",0.0,5,baseline_test
ETH/USDT,8.059952,8.059952,0.0038,2026-05-17 23:45:00+00:00,2026-05-23 15:00:00+00:00,2121.04,2061.64,0.001,0.001,8115,-0.029947176756487778,-0.24161418,exit_signal,21.22,-0.99,21.22,-0.99,2009.3,2157.5,False,,1.0,False,1779061500000,1779548400000,"[{'amount': 0.0038, 'safe_price': 2121.04, 'ft_order_side': 'buy', 'order_filled_timestamp': 1779061500000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.068011951999999}, {'amount': 0.0038, 'safe_price': 2061.64, 'ft_order_side': 'sell', 'order_filled_timestamp': 1779548400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.842066231999999}]",0.0,5,baseline_test
BNB/USDT,7.64652,7.64652,0.012,2026-05-23 07:55:00+00:00,2026-05-23 15:00:00+00:00,637.21,647.36,0.001,0.001,425,0.013898986874928873,0.10638516,exit_signal,6.38,-0.99,6.38,-0.99,635.64,647.85,False,,1.0,False,1779522900000,1779548400000,"[{'amount': 0.012, 'safe_price': 637.21, 'ft_order_side': 'buy', 'order_filled_timestamp': 1779522900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.6541665199999995}, {'amount': 0.012, 'safe_price': 647.36, 'ft_order_side': 'sell', 'order_filled_timestamp': 1779548400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.7760883199999995}]",0.0,5,baseline_test
AVAX/USDT,8.1926,8.1926,0.92,2026-05-23 07:55:00+00:00,2026-05-23 15:05:00+00:00,8.905,9.113,0.001,0.001,430,0.0213129935757673,0.17478344,exit_signal,0.09,-0.99,0.09,-0.99,8.834,9.155,False,,1.0,False,1779522900000,1779548700000,"[{'amount': 0.92, 'safe_price': 8.905, 'ft_order_side': 'buy', 'order_filled_timestamp': 1779522900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.2007926}, {'amount': 0.92, 'safe_price': 9.113, 'ft_order_side': 'sell', 'order_filled_timestamp': 1779548700000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.39234396}]",0.0,5,baseline_test
SOL/USDT,8.16453,8.16453,0.099,2026-05-23 07:50:00+00:00,2026-05-23 15:10:00+00:00,82.47,84.4,0.001,0.001,440,0.02135768923691805,0.17454987,exit_signal,0.83,-0.99,0.83,-0.99,81.5,84.54,False,,1.0,False,1779522600000,1779549000000,"[{'amount': 0.099, 'safe_price': 82.47, 'ft_order_side': 'buy', 'order_filled_timestamp': 1779522600000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.17269453}, {'amount': 0.099, 'safe_price': 84.4, 'ft_order_side': 'sell', 'order_filled_timestamp': 1779549000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.3639556}]",0.0,5,baseline_test
BTC/USDT,8.1969514,8.1969514,0.00011,2026-05-23 07:55:00+00:00,2026-05-23 20:40:00+00:00,74517.74,76737.2,0.001,0.001,765,0.027726806421627035,0.22750256,exit_signal,745.18,-0.99,745.18,-0.99,74303.56,76940.0,False,,1.0,False,1779522900000,1779568800000,"[{'amount': 0.00011, 'safe_price': 74517.74, 'ft_order_side': 'buy', 'order_filled_timestamp': 1779522900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.2051483514}, {'amount': 0.00011, 'safe_price': 76737.2, 'ft_order_side': 'sell', 'order_filled_timestamp': 1779568800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.449533091999998}]",0.0,5,baseline_test
LINK/USDT,8.1927,8.1927,0.9,2026-05-23 07:55:00+00:00,2026-05-23 20:40:00+00:00,9.103,9.615,0.001,0.001,765,0.054134813884347,0.4439538,exit_signal,0.092,-0.99,0.092,-0.99,9.097,9.658,False,,1.0,False,1779522900000,1779568800000,"[{'amount': 0.9, 'safe_price': 9.103, 'ft_order_side': 'buy', 'order_filled_timestamp': 1779522900000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.200892699999999}, {'amount': 0.9, 'safe_price': 9.615, 'ft_order_side': 'sell', 'order_filled_timestamp': 1779568800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.6621535}]",0.0,5,baseline_test
TRX/USDT,8.20572,8.20572,22.8,2026-05-22 14:00:00+00:00,2026-05-25 12:45:00+00:00,0.3599,0.3693,0.001,0.001,4245,0.024068179666957103,0.19769424,exit_signal,0.0036,-0.99,0.0036,-0.99,0.3585,0.3697,False,,1.0,False,1779458400000,1779713100000,"[{'amount': 22.8, 'safe_price': 0.3599, 'ft_order_side': 'buy', 'order_filled_timestamp': 1779458400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.213925719999999}, {'amount': 22.8, 'safe_price': 0.3693, 'ft_order_side': 'sell', 'order_filled_timestamp': 1779713100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.42846004}]",0.0,0,baseline_test
TRX/USDT,8.316,8.316,23.1,2026-05-28 06:40:00+00:00,2026-05-28 18:15:00+00:00,0.36,0.3541,0.001,0.001,695,-0.018354145854145854,-0.15278571,exit_signal,0.0037,-0.99,0.0037,-0.99,0.348,0.3614,False,,1.0,False,1779950400000,1779992100000,"[{'amount': 23.1, 'safe_price': 0.36, 'ft_order_side': 'buy', 'order_filled_timestamp': 1779950400000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.324316}, {'amount': 23.1, 'safe_price': 0.3541, 'ft_order_side': 'sell', 'order_filled_timestamp': 1779992100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.18788971}]",0.0,3,baseline_test
TRX/USDT,8.29763,8.29763,24.1,2026-05-29 08:25:00+00:00,2026-05-29 13:55:00+00:00,0.3443,0.3468,0.001,0.001,330,0.005248599788245447,0.04359449,exit_signal,0.0035,-0.99,0.0035,-0.99,0.3399,0.3476,False,,1.0,False,1780043100000,1780062900000,"[{'amount': 24.1, 'safe_price': 0.3443, 'ft_order_side': 'buy', 'order_filled_timestamp': 1780043100000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.30592763}, {'amount': 24.1, 'safe_price': 0.3468, 'ft_order_side': 'sell', 'order_filled_timestamp': 1780062900000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.366237879999998}]",0.0,4,baseline_test
TRX/USDT,8.33448,8.33448,26.4,2026-06-11 17:00:00+00:00,2026-06-15 00:00:00+00:00,0.3157,0.3217,0.001,0.001,4740,0.016969410064120234,0.14157264,exit_signal,0.0032,-0.99,0.0032,-0.99,0.312,0.323,False,,1.0,False,1781197200000,1781481600000,"[{'amount': 26.4, 'safe_price': 0.3157, 'ft_order_side': 'buy', 'order_filled_timestamp': 1781197200000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.342814479999998}, {'amount': 26.4, 'safe_price': 0.3217, 'ft_order_side': 'sell', 'order_filled_timestamp': 1781481600000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.501372879999998}]",0.0,0,baseline_test
ETH/USDT,8.2644,8.2644,0.005,2026-06-23 08:20:00+00:00,2026-06-25 05:10:00+00:00,1652.88,1646.57,0.001,0.001,2690,-0.005807953481105797,-0.04804725,exit_signal,16.53,-0.99,16.53,-0.99,1552.95,1693.67,False,,1.0,False,1782202800000,1782364200000,"[{'amount': 0.005, 'safe_price': 1652.88, 'ft_order_side': 'buy', 'order_filled_timestamp': 1782202800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.2726644}, {'amount': 0.005, 'safe_price': 1646.57, 'ft_order_side': 'sell', 'order_filled_timestamp': 1782364200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.241082849999998}]",0.0,3,baseline_test
XRP/USDT,8.29116,8.29116,8.1,2026-06-25 13:55:00+00:00,2026-06-27 02:25:00+00:00,1.0236,1.0668,0.001,0.001,2190,0.0401216602857869,0.33298776,exit_signal,0.0103,-0.99,0.0103,-0.99,1.0092,1.0671,False,,1.0,False,1782395700000,1782527100000,"[{'amount': 8.1, 'safe_price': 1.0236, 'ft_order_side': 'buy', 'order_filled_timestamp': 1782395700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.299451159999998}, {'amount': 8.1, 'safe_price': 1.0668, 'ft_order_side': 'sell', 'order_filled_timestamp': 1782527100000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.649721079999997}]",0.0,5,baseline_test
SOL/USDT,8.28567,8.28567,0.129,2026-06-25 14:00:00+00:00,2026-06-28 08:45:00+00:00,64.23,72.08,0.001,0.001,4005,0.1199748406661064,0.99506601,exit_signal,0.65,-0.99,0.65,-0.99,64.23,73.93,False,,1.0,False,1782396000000,1782636300000,"[{'amount': 0.129, 'safe_price': 64.23, 'ft_order_side': 'buy', 'order_filled_timestamp': 1782396000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.29395567}, {'amount': 0.129, 'safe_price': 72.08, 'ft_order_side': 'sell', 'order_filled_timestamp': 1782636300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.30761832}]",0.0,6,baseline_test
TRX/USDT,8.32824,8.32824,25.8,2026-06-25 14:00:00+00:00,2026-06-29 06:20:00+00:00,0.3228,0.3236,0.001,0.001,5300,0.0004753610701566092,0.00396288,exit_signal,0.0033,-0.99,0.0033,-0.99,0.3186,0.3247,False,,1.0,False,1782396000000,1782714000000,"[{'amount': 25.8, 'safe_price': 0.3228, 'ft_order_side': 'buy', 'order_filled_timestamp': 1782396000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.336568239999998}, {'amount': 25.8, 'safe_price': 0.3236, 'ft_order_side': 'sell', 'order_filled_timestamp': 1782714000000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.35722888}]",0.0,0,baseline_test
BTC/USDT,8.2331186,8.2331186,0.00014,2026-06-25 13:55:00+00:00,2026-07-01 14:00:00+00:00,58807.99,59498.03,0.001,0.001,8645,0.009712333939024903,0.08004276,exit_signal,588.08,-0.99,588.08,-0.99,57800.19,60941.17,False,,1.0,False,1782395700000,1782914400000,"[{'amount': 0.00014, 'safe_price': 58807.99, 'ft_order_side': 'buy', 'order_filled_timestamp': 1782395700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.241351718599999}, {'amount': 0.00014, 'safe_price': 59498.03, 'ft_order_side': 'sell', 'order_filled_timestamp': 1782914400000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.338053924199999}]",0.0,2,baseline_test
ETH/USDT,8.259149,8.259149,0.0053,2026-06-25 13:55:00+00:00,2026-07-01 14:15:00+00:00,1558.33,1613.17,0.001,0.001,8660,0.03312320440271516,0.27384305,exit_signal,15.59,-0.99,15.59,-0.99,1512.0,1637.58,False,,1.0,False,1782395700000,1782915300000,"[{'amount': 0.0053, 'safe_price': 1558.33, 'ft_order_side': 'buy', 'order_filled_timestamp': 1782395700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.267408148999998}, {'amount': 0.0053, 'safe_price': 1613.17, 'ft_order_side': 'sell', 'order_filled_timestamp': 1782915300000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.558350801}]",0.0,2,baseline_test
LINK/USDT,8.29776,8.29776,1.18,2026-06-25 14:00:00+00:00,2026-07-02 09:40:00+00:00,7.032,7.597,0.001,0.001,9820,0.07818844977548049,0.64943778,exit_signal,0.071,-0.99,0.071,-0.99,7.016,7.62,False,,1.0,False,1782396000000,1782985200000,"[{'amount': 1.18, 'safe_price': 7.032, 'ft_order_side': 'buy', 'order_filled_timestamp': 1782396000000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.30605776}, {'amount': 1.18, 'safe_price': 7.597, 'ft_order_side': 'sell', 'order_filled_timestamp': 1782985200000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 8.97342446}]",0.0,3,baseline_test
BNB/USDT,7.85372,7.85372,0.014,2026-06-25 11:10:00+00:00,2026-07-02 11:30:00+00:00,560.98,561.48,0.001,0.001,10100,-0.0011084854394776318,-0.00871444,exit_signal,5.61,-0.99,5.61,-0.99,537.25,570.34,False,,1.0,False,1782385800000,1782991800000,"[{'amount': 0.014, 'safe_price': 560.98, 'ft_order_side': 'buy', 'order_filled_timestamp': 1782385800000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 7.861573719999999}, {'amount': 0.014, 'safe_price': 561.48, 'ft_order_side': 'sell', 'order_filled_timestamp': 1782991800000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 7.86858072}]",0.0,3,baseline_test
AVAX/USDT,8.29261,8.29261,1.37,2026-06-25 13:55:00+00:00,2026-07-03 20:45:00+00:00,6.053,6.984,0.001,0.001,11930,0.15150271832908543,1.25760931,exit_signal,0.061,-0.99,0.061,-0.99,5.954,7.004,False,,1.0,False,1782395700000,1783111500000,"[{'amount': 1.37, 'safe_price': 6.053, 'ft_order_side': 'buy', 'order_filled_timestamp': 1782395700000, 'ft_is_entry': True, 'ft_order_tag': '', 'cost': 8.30090261}, {'amount': 1.37, 'safe_price': 6.984, 'ft_order_side': 'sell', 'order_filled_timestamp': 1783111500000, 'ft_is_entry': False, 'ft_order_tag': 'exit_signal', 'cost': 9.57764808}]",0.0,4,baseline_test
